Common name,Scientific name,Order,Family,95% Lower CI,Abundance estimate,95% Upper CI,Range adjusted,Training species
Schrenck's Bittern,Ixobrychus eurhythmus,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",5057,434486,38146128,TRUE,FALSE
Plain Pigeon,Patagioenas inornata,Columbiformes,Columbidae (Pigeons and Doves),4802,434476,42554507,FALSE,TRUE
Indian Nuthatch,Sitta castanea,Passeriformes,Sittidae (Nuthatches),5028,434408,39429735,FALSE,FALSE
Fire-tufted Barbet,Psilopogon pyrolophus,Piciformes,Megalaimidae (Asian Barbets),4532,434029,37064861,TRUE,FALSE
Rosy Bee-eater,Merops malimbicus,Coraciiformes,Meropidae (Bee-eaters),4813,434017,39320412,TRUE,FALSE
Gray Whistler,Pachycephala simplex,Passeriformes,Pachycephalidae (Whistlers and Allies),4579,433776,38030477,FALSE,FALSE
White-collared Pigeon,Columba albitorques,Columbiformes,Columbidae (Pigeons and Doves),5074,433665,35031852,FALSE,FALSE
Striped Sparrow,Oriturus superciliosus,Passeriformes,Passerellidae (New World Sparrows),5057,433480,42442596,FALSE,FALSE
Slaty Elaenia,Elaenia strepera,Passeriformes,Tyrannidae (Tyrant Flycatchers),4514,433422,38979969,TRUE,FALSE
White-bellied Flowerpecker,Dicaeum hypoleucum,Passeriformes,Dicaeidae (Flowerpeckers),4620,433389,37836882,TRUE,FALSE
Yellow-breasted Crake,Hapalocrex flaviventer,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",4545,433216,39458772,FALSE,FALSE
Long-tailed Reed Finch,Donacospiza albifrons,Passeriformes,Thraupidae (Tanagers and Allies),4652,433055,39982622,TRUE,FALSE
Gray-fronted Green-Pigeon,Treron affinis,Columbiformes,Columbidae (Pigeons and Doves),4734,432758,38821063,FALSE,FALSE
Little Gray Woodpecker,Chloropicus elachus,Piciformes,Picidae (Woodpeckers),5229,432680,40543941,TRUE,FALSE
Tickell's Thrush,Turdus unicolor,Passeriformes,Turdidae (Thrushes and Allies),4949,432473,40270736,TRUE,FALSE
Black-faced Sandgrouse,Pterocles decoratus,Pterocliformes,Pteroclidae (Sandgrouse),5468,431956,38883262,TRUE,FALSE
Swift Parrot,Lathamus discolor,Psittaciformes,Psittaculidae (Old World Parrots),4520,431791,39870291,FALSE,FALSE
Fiji Bush Warbler,Horornis ruficapilla,Passeriformes,Scotocercidae (Bush Warblers and Allies),4869,431623,39852726,TRUE,FALSE
Green Longtail,Urolais epichlorus,Passeriformes,Cisticolidae (Cisticolas and Allies),4884,430700,36817892,TRUE,FALSE
Sharp-tailed Starling,Lamprotornis acuticaudus,Passeriformes,Sturnidae (Starlings),4766,430542,36770455,TRUE,FALSE
Sickle-billed Vanga,Falculea palliata,Passeriformes,"Vangidae (Vangas, Helmetshrikes, and Allies)",4550,429845,38856909,TRUE,FALSE
Scaly-throated Honeyguide,Indicator variegatus,Piciformes,Indicatoridae (Honeyguides),4492,429734,35926300,TRUE,FALSE
Eyebrowed Wren-Babbler,Napothera epilepidota,Passeriformes,Pellorneidae (Ground Babblers and Allies),4738,429724,41045103,TRUE,FALSE
Golden Parrotbill,Suthora verreauxi,Passeriformes,"Paradoxornithidae (Parrotbills, Wrentit, and Allies)",4499,429593,39250230,FALSE,FALSE
Chilean Flicker,Colaptes pitius,Piciformes,Picidae (Woodpeckers),4736,429498,41198147,TRUE,FALSE
Layard's White-eye,Zosterops explorator,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",4632,429287,36685706,TRUE,FALSE
Golden-collared Manakin,Manacus vitellinus,Passeriformes,Pipridae (Manakins),4232,428710,38498785,FALSE,FALSE
White-winged Woodpecker,Dendrocopos leucopterus,Piciformes,Picidae (Woodpeckers),4833,428550,48147685,TRUE,FALSE
Short-tailed Lark,Spizocorys fremantlii,Passeriformes,Alaudidae (Larks),4706,427938,38985118,TRUE,FALSE
Rufous-bellied Tit,Melaniparus rufiventris,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",4487,427826,38544605,TRUE,FALSE
Red-capped Manakin,Ceratopipra mentalis,Passeriformes,Pipridae (Manakins),4882,427736,38299241,TRUE,FALSE
Bat-like Spinetail,Neafrapus boehmi,Caprimulgiformes,Apodidae (Swifts),4605,427587,34496685,TRUE,FALSE
Forbes's Plover,Charadrius forbesi,Charadriiformes,Charadriidae (Plovers and Lapwings),4967,427503,36846170,TRUE,FALSE
Blue-headed Macaw,Primolius couloni,Psittaciformes,Psittacidae (New World and African Parrots),4546,427416,39078593,FALSE,FALSE
Rufous-crowned Greenlet,Hylophilus poicilotis,Passeriformes,"Vireonidae (Vireos, Shrike-Babblers, and Erpornis)",4810,427220,38094676,FALSE,FALSE
Galapagos Penguin,Spheniscus mendiculus,Sphenisciformes,Spheniscidae (Penguins),4487,427045,40695836,FALSE,FALSE
Blue-winged Goose,Cyanochen cyanoptera,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",4917,426780,37819155,TRUE,FALSE
Golden Parakeet,Guaruba guarouba,Psittaciformes,Psittacidae (New World and African Parrots),5447,426427,40190324,TRUE,FALSE
Flammulated Pygmy-Tyrant,Hemitriccus flammulatus,Passeriformes,Tyrannidae (Tyrant Flycatchers),4969,426285,35350576,TRUE,FALSE
Indian Blackbird,Turdus simillimus,Passeriformes,Turdidae (Thrushes and Allies),4133,426057,39735368,FALSE,FALSE
Hooded Mountain-Tanager,Buthraupis montana,Passeriformes,Thraupidae (Tanagers and Allies),5031,425913,42749230,FALSE,FALSE
Madagascar Cuckoo-Hawk,Aviceda madagascariensis,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",4802,425845,36318730,TRUE,FALSE
Brown-backed Chat-Tyrant,Ochthoeca fumicolor,Passeriformes,Tyrannidae (Tyrant Flycatchers),4254,425459,39129183,FALSE,FALSE
Pygmy White-eye,Oculocincta squamifrons,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",5156,425434,37307750,TRUE,FALSE
Mackinnon's Shrike,Lanius mackinnoni,Passeriformes,Laniidae (Shrikes),4146,425115,38251816,TRUE,FALSE
Great Lizard-Cuckoo,Coccyzus merlini,Cuculiformes,Cuculidae (Cuckoos),4578,424696,36032019,FALSE,FALSE
Scarlet-chested Parrot,Neophema splendida,Psittaciformes,Psittaculidae (Old World Parrots),4963,424137,35801340,FALSE,FALSE
Purple-collared Woodstar,Myrtis fanny,Caprimulgiformes,Trochilidae (Hummingbirds),5043,423907,36407857,TRUE,FALSE
Black-breasted Kite,Hamirostra melanosternon,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",4619,423216,39210073,TRUE,FALSE
White-rumped Babbler,Turdoides leucopygia,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),4657,422894,41029007,TRUE,FALSE
Chestnut-headed Tesia,Cettia castaneocoronata,Passeriformes,Scotocercidae (Bush Warblers and Allies),4796,422686,38025209,FALSE,FALSE
White-throated Babbler,Turdoides gularis,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),4533,422318,36037905,TRUE,FALSE
Black-chinned Sparrow,Spizella atrogularis,Passeriformes,Passerellidae (New World Sparrows),5089,421334,40606306,FALSE,TRUE
Stripe-backed Bittern,Ixobrychus involucris,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",4563,421017,39081305,FALSE,FALSE
Barred Wren-Warbler,Calamonastes fasciolatus,Passeriformes,Cisticolidae (Cisticolas and Allies),4369,420705,35002267,TRUE,FALSE
Rufous-sided Warbling-Finch,Poospiza hypochondria,Passeriformes,Thraupidae (Tanagers and Allies),5035,420403,41971747,FALSE,FALSE
Torrent Duck,Merganetta armata,Anseriformes,"Anatidae (Ducks, Geese, and Waterfowl)",4609,420325,40554202,FALSE,FALSE
Spotted Fantail,Rhipidura perlata,Passeriformes,Rhipiduridae (Fantails),4585,419581,39180705,TRUE,FALSE
Vinaceous-breasted Parrot,Amazona vinacea,Psittaciformes,Psittacidae (New World and African Parrots),4711,419186,38043672,FALSE,FALSE
Yellowish Flycatcher,Empidonax flavescens,Passeriformes,Tyrannidae (Tyrant Flycatchers),4829,419066,36072134,FALSE,FALSE
Gray-headed Fish-Eagle,Haliaeetus ichthyaetus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",5417,418977,42563929,FALSE,FALSE
Slender-billed Thornbill,Acanthiza iredalei,Passeriformes,Acanthizidae (Thornbills and Allies),4477,418915,37019894,FALSE,FALSE
Tawny Antpitta,Grallaria quitensis,Passeriformes,Grallariidae (Antpittas),4338,418915,38034381,FALSE,FALSE
Purple-bellied Lory,Lorius hypoinochrous,Psittaciformes,Psittaculidae (Old World Parrots),4634,418823,41115314,TRUE,FALSE
Brown-backed Woodpecker,Chloropicus obsoletus,Piciformes,Picidae (Woodpeckers),5108,418250,32091778,TRUE,FALSE
Razo Skylark,Alauda razae,Passeriformes,Alaudidae (Larks),4871,418032,35098486,TRUE,FALSE
Capuchinbird,Perissocephalus tricolor,Passeriformes,Cotingidae (Cotingas),4699,417948,41663322,TRUE,FALSE
Mangrove Kingfisher,Halcyon senegaloides,Coraciiformes,Alcedinidae (Kingfishers),4855,417223,34697986,TRUE,FALSE
Spotted Woodcreeper,Xiphorhynchus erythropygius,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4735,417128,40324272,FALSE,FALSE
Guianan Toucanet,Selenidera piperivora,Piciformes,Ramphastidae (Toucans),4417,417050,39096216,TRUE,FALSE
Blackish-gray Antshrike,Thamnophilus nigrocinereus,Passeriformes,Thamnophilidae (Typical Antbirds),4585,416067,37254521,TRUE,FALSE
Johanna's Sunbird,Cinnyris johannae,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),4135,415914,37183412,TRUE,FALSE
White-lined Antbird,Myrmoborus lophotes,Passeriformes,Thamnophilidae (Typical Antbirds),4114,415841,36944335,FALSE,FALSE
White-tailed Jay,Cyanocorax mystacalis,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",4287,415596,38046616,FALSE,FALSE
Mountain Trogon,Trogon mexicanus,Trogoniformes,Trogonidae (Trogons),4522,415548,38522382,FALSE,FALSE
Vermilion Cardinal,Cardinalis phoeniceus,Passeriformes,Cardinalidae (Cardinals and Allies),4319,415536,36317986,FALSE,FALSE
Red-headed Cisticola,Cisticola subruficapilla,Passeriformes,Cisticolidae (Cisticolas and Allies),4405,415425,35998929,TRUE,FALSE
Fulvous Shrike-Tanager,Lanio fulvus,Passeriformes,Thraupidae (Tanagers and Allies),4421,414137,39578194,FALSE,FALSE
Brown-capped Weaver,Ploceus insignis,Passeriformes,Ploceidae (Weavers and Allies),4587,413477,36848597,TRUE,FALSE
Great Sapphirewing,Pterophanes cyanopterus,Caprimulgiformes,Trochilidae (Hummingbirds),5136,413394,38215754,FALSE,FALSE
Large Scimitar-Babbler,Megapomatorhinus hypoleucos,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",5078,413388,38694786,FALSE,FALSE
Gould's Toucanet,Selenidera gouldii,Piciformes,Ramphastidae (Toucans),4410,412977,35099799,TRUE,FALSE
Green-spectacled Pigeon,Treron oxyurus,Columbiformes,Columbidae (Pigeons and Doves),3998,412860,39794644,TRUE,FALSE
Jungle Bush-Quail,Perdicula asiatica,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",4794,412474,37245416,FALSE,FALSE
Striped Owl,Asio clamator,Strigiformes,Strigidae (Owls),4725,412367,36477269,TRUE,FALSE
Slaty Antwren,Myrmotherula schisticolor,Passeriformes,Thamnophilidae (Typical Antbirds),4791,412128,39499514,FALSE,FALSE
Purple-crowned Fairy,Heliothryx barroti,Caprimulgiformes,Trochilidae (Hummingbirds),4382,411925,37230202,TRUE,FALSE
White-striped Warbler,Myiothlypis leucophrys,Passeriformes,Parulidae (New World Warblers),4625,411671,40182997,TRUE,FALSE
Guianan Woodcreeper,Lepidocolaptes albolineatus,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4494,411302,34580480,TRUE,FALSE
Gray-headed Spinetail,Cranioleuca semicinerea,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4952,411187,38160791,FALSE,FALSE
Smoky Honeyeater,Melipotes fumigatus,Passeriformes,Meliphagidae (Honeyeaters),4461,410977,38386354,TRUE,FALSE
Sulawesi Cicadabird,Edolisoma morio,Passeriformes,Campephagidae (Cuckooshrikes),4490,410890,38280865,TRUE,FALSE
Des Murs's Wiretail,Sylviorthorhynchus desmursii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4754,410768,40202059,TRUE,FALSE
Scarce Swift,Schoutedenapus myoptilus,Caprimulgiformes,Apodidae (Swifts),4119,410349,38345513,TRUE,FALSE
Fiji Shrikebill,Clytorhynchus vitiensis,Passeriformes,Monarchidae (Monarch Flycatchers),4305,409916,37415845,TRUE,FALSE
Parrot-billed Sparrow,Passer gongonensis,Passeriformes,Passeridae (Old World Sparrows),4378,409480,40581980,TRUE,FALSE
Silver-backed Butcherbird,Cracticus argenteus,Passeriformes,Cracticidae (Bellmagpies and Allies),4627,409348,42214068,FALSE,FALSE
White-winged Robin,Peneothello sigillata,Passeriformes,Petroicidae (Australasian Robins),3944,409027,38755914,TRUE,FALSE
Red-bellied Parrot,Poicephalus rufiventris,Psittaciformes,Psittacidae (New World and African Parrots),4511,408041,38811607,TRUE,FALSE
Rennell Whistler,Pachycephala feminina,Passeriformes,Pachycephalidae (Whistlers and Allies),5075,407818,33106864,TRUE,FALSE
White-throated Rail,Dryolimnas cuvieri,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",4846,407779,37941999,TRUE,FALSE
Black Swift,Cypseloides niger,Caprimulgiformes,Apodidae (Swifts),4590,407663,38523662,FALSE,TRUE
Dark-throated Oriole,Oriolus xanthonotus,Passeriformes,Oriolidae (Old World Orioles),4609,407663,36254813,TRUE,FALSE
Black-bellied Firefinch,Lagonosticta rara,Passeriformes,Estrildidae (Waxbills and Allies),4260,407568,30610495,TRUE,FALSE
Black-throated Barbet,Tricholaema melanocephala,Piciformes,Lybiidae (African Barbets),4635,407336,37276843,TRUE,FALSE
Azure-naped Jay,Cyanocorax heilprini,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",4573,407324,37071592,FALSE,FALSE
Yungas Manakin,Chiroxiphia boliviana,Passeriformes,Pipridae (Manakins),5053,407225,37935124,FALSE,FALSE
Wing-snapping Cisticola,Cisticola ayresii,Passeriformes,Cisticolidae (Cisticolas and Allies),4637,407166,37626371,TRUE,FALSE
Collared Babbler,Gampsorhynchus torquatus,Passeriformes,Pellorneidae (Ground Babblers and Allies),4395,406955,37815049,FALSE,FALSE
Dark-throated Seedeater,Sporophila ruficollis,Passeriformes,Thraupidae (Tanagers and Allies),4160,406789,35799722,TRUE,FALSE
Black-headed Tody-Flycatcher,Todirostrum nigriceps,Passeriformes,Tyrannidae (Tyrant Flycatchers),4451,406671,35522414,TRUE,FALSE
Running Coua,Coua cursor,Cuculiformes,Cuculidae (Cuckoos),4472,406614,36893222,TRUE,FALSE
Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis,Columbiformes,Columbidae (Pigeons and Doves),4508,406591,33596372,TRUE,FALSE
Red-mantled Rosefinch,Carpodacus rhodochlamys,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",4396,406510,36317397,TRUE,FALSE
Himalayan Monal,Lophophorus impejanus,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",5035,406452,37962471,TRUE,FALSE
Narrow-billed Tody,Todus angustirostris,Coraciiformes,Todidae (Todies),4253,406307,35940890,FALSE,FALSE
Crested Malimbe,Malimbus malimbicus,Passeriformes,Ploceidae (Weavers and Allies),4660,406184,37896864,TRUE,FALSE
Black-chinned Fruit-Dove,Ptilinopus leclancheri,Columbiformes,Columbidae (Pigeons and Doves),4509,405173,39710121,FALSE,FALSE
Western Emerald,Chlorostilbon melanorhynchus,Caprimulgiformes,Trochilidae (Hummingbirds),4026,405066,41328625,FALSE,FALSE
Pale-yellow Robin,Tregellasia capito,Passeriformes,Petroicidae (Australasian Robins),4636,404875,36798128,TRUE,FALSE
Visayan Bulbul,Hypsipetes guimarasensis,Passeriformes,Pycnonotidae (Bulbuls),4723,404853,36526793,FALSE,FALSE
Crested Doradito,Pseudocolopteryx sclateri,Passeriformes,Tyrannidae (Tyrant Flycatchers),4581,404743,37579798,FALSE,FALSE
Black-fronted White-eye,Zosterops minor,Passeriformes,"Zosteropidae (White-eyes, Yuhinas, and Allies)",4519,404647,37639106,TRUE,FALSE
Rose Robin,Petroica rosea,Passeriformes,Petroicidae (Australasian Robins),4275,404442,37563007,FALSE,FALSE
Long-tailed Ground-Dove,Uropelia campestris,Columbiformes,Columbidae (Pigeons and Doves),5044,404195,37092675,TRUE,FALSE
Gibber Chat,Ashbyia lovensis,Passeriformes,Meliphagidae (Honeyeaters),4376,403965,36962392,FALSE,FALSE
Elliot's Woodpecker,Chloropicus elliotii,Piciformes,Picidae (Woodpeckers),4038,403778,38192428,TRUE,FALSE
Galapagos Petrel,Pterodroma phaeopygia,Procellariiformes,Procellariidae (Shearwaters and Petrels),4370,403493,34143283,FALSE,FALSE
Buff-bellied Monarch,Neolalage banksiana,Passeriformes,Monarchidae (Monarch Flycatchers),4121,403325,37708766,TRUE,FALSE
Guianan Cock-of-the-rock,Rupicola rupicola,Passeriformes,Cotingidae (Cotingas),4270,403162,35761354,FALSE,FALSE
Northern Brownbul,Phyllastrephus strepitans,Passeriformes,Pycnonotidae (Bulbuls),4047,402929,36029540,TRUE,FALSE
Woodward's Batis,Batis fratrum,Passeriformes,Platysteiridae (Wattle-eyes and Batises),4673,402577,35646905,TRUE,FALSE
White-headed Pigeon,Columba leucomela,Columbiformes,Columbidae (Pigeons and Doves),4367,402445,32327264,TRUE,FALSE
Cabanis's Greenbul,Phyllastrephus cabanisi,Passeriformes,Pycnonotidae (Bulbuls),4652,402189,42378186,FALSE,FALSE
Bronze-tailed Plumeleteer,Chalybura urochrysia,Caprimulgiformes,Trochilidae (Hummingbirds),4605,402142,37050281,FALSE,FALSE
Red-billed Scimitar-Babbler,Pomatorhinus ochraceiceps,Passeriformes,"Timaliidae (Tree-Babblers, Scimitar-Babblers, and Allies)",5050,402093,40837826,FALSE,FALSE
Pennant-winged Nightjar,Caprimulgus vexillarius,Caprimulgiformes,Caprimulgidae (Nightjars and Allies),4145,402010,38745412,TRUE,FALSE
Yellow-billed Lorikeet,Neopsittacus musschenbroekii,Psittaciformes,Psittaculidae (Old World Parrots),4193,401699,31965942,TRUE,FALSE
Rufous-breasted Chat-Tyrant,Ochthoeca rufipectoralis,Passeriformes,Tyrannidae (Tyrant Flycatchers),4188,401345,31995972,FALSE,FALSE
White-browed Brushfinch,Arremon torquatus,Passeriformes,Passerellidae (New World Sparrows),4420,401158,31702317,FALSE,FALSE
Black-backed Cisticola,Cisticola eximius,Passeriformes,Cisticolidae (Cisticolas and Allies),4222,400770,36441224,TRUE,FALSE
Somali Ostrich,Struthio molybdophanes,Struthioniformes,Struthionidae (Ostriches),4424,400768,40358349,TRUE,FALSE
Mangrove Rail,Rallus longirostris,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",4458,400764,36479943,TRUE,FALSE
Ecuadorian Thrush,Turdus maculirostris,Passeriformes,Turdidae (Thrushes and Allies),4604,400477,38870894,TRUE,FALSE
Slaty-bellied Tesia,Tesia olivea,Passeriformes,Scotocercidae (Bush Warblers and Allies),4326,400254,34941920,FALSE,FALSE
African Marsh-Harrier,Circus ranivorus,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",3991,400001,33904243,TRUE,FALSE
d'Orbigny's Chat-Tyrant,Ochthoeca oenanthoides,Passeriformes,Tyrannidae (Tyrant Flycatchers),4328,399489,34779726,FALSE,FALSE
Yellow-throated Scrubwren,Sericornis citreogularis,Passeriformes,Acanthizidae (Thornbills and Allies),4509,399400,38506305,TRUE,FALSE
Drab-breasted Pygmy-Tyrant,Hemitriccus diops,Passeriformes,Tyrannidae (Tyrant Flycatchers),4389,399259,34847661,FALSE,FALSE
Blue-capped Redstart,Phoenicurus coeruleocephala,Passeriformes,Muscicapidae (Old World Flycatchers),4286,399177,36460541,TRUE,FALSE
Spix's Woodcreeper,Xiphorhynchus spixii,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4541,398980,37316968,TRUE,FALSE
Juniper Titmouse,Baeolophus ridgwayi,Passeriformes,"Paridae (Tits, Chickadees, and Titmice)",4836,398557,30028809,FALSE,TRUE
Pale-footed Swallow,Orochelidon flavipes,Passeriformes,Hirundinidae (Swallows),4097,398322,35564161,FALSE,FALSE
Sulawesi Woodpecker,Yungipicus temminckii,Piciformes,Picidae (Woodpeckers),4269,398101,36541362,FALSE,FALSE
Banded Broadbill,Eurylaimus javanicus,Passeriformes,Eurylaimidae (Asian and Grauer's Broadbills),4810,397965,38609537,FALSE,FALSE
Gray Bunting,Emberiza variabilis,Passeriformes,Emberizidae (Old World Buntings),3889,397710,35191367,TRUE,FALSE
Black-billed Koel,Eudynamys melanorhynchus,Cuculiformes,Cuculidae (Cuckoos),4163,397692,36285502,FALSE,FALSE
Pitta-like Ground-Roller,Atelornis pittoides,Coraciiformes,Brachypteraciidae (Ground-Rollers),4329,397139,34953035,TRUE,FALSE
Green-throated Mountain-gem,Lampornis viridipallens,Caprimulgiformes,Trochilidae (Hummingbirds),4621,397110,35883718,FALSE,FALSE
Snow Petrel,Pagodroma nivea,Procellariiformes,Procellariidae (Shearwaters and Petrels),4875,396945,35891122,FALSE,FALSE
Great Hornbill,Buceros bicornis,Bucerotiformes,Bucerotidae (Hornbills),4280,396817,36727060,TRUE,FALSE
White-breasted Robin,Eopsaltria georgiana,Passeriformes,Petroicidae (Australasian Robins),3982,396701,35519953,TRUE,FALSE
Austral Canastero,Asthenes anthoides,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4321,396689,38287889,TRUE,FALSE
Scaled Piculet,Picumnus squamulatus,Piciformes,Picidae (Woodpeckers),4436,395942,38264800,FALSE,FALSE
Black-capped Lory,Lorius lory,Psittaciformes,Psittaculidae (Old World Parrots),4414,395769,35904970,TRUE,FALSE
Streaked Tit-Spinetail,Leptasthenura striata,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),4334,395692,35896156,FALSE,FALSE
